1,2.34971981098219
2,2.29115189520588
8,1.99397956980722
11,1.94817514982816
27,1.63874818710202
33,1.56748498001183
36,1.51012550347911
39,1.45856889690629
44,1.40834664273673
50,1.25825487078673
61,1.07807033719413
65,1.02560746981225
150,0.723467793734015
180,0.674986930760125
192,0.648791419421094
201,0.636329191043914
221,0.607297683568403
439,0.398298595605201
487,0.369157898882285
501,0.359106598334198
561,0.3279001724546
645,0.291830856796337
687,0.278010523414977
701,0.273654739558572
742,0.261706463728537
909,0.202544321628599
1144,0.138646454617691
1177,0.128945981803234
1195,0.124089162125791
1577,0.0442969014357738
1877,-0.0198823842753556
1881,-0.0203022083844797
1882,-0.0204090647368905
2337,-0.10727441908354
2527,-0.14965174514304
2633,-0.172188912686944
2635,-0.17251557346573
2842,-0.219173160171172
2947,-0.244720231589117
3041,-0.267146182471181
3078,-0.276398515317024
3095,-0.282683347257195
3298,-0.3415528304335
3466,-0.39768601693887
3602,-0.45889614017627
4158,-0.969603661078183
4165,-0.991052623208628
4200,-1.13382789981624
