1,0
2,0
3,0
6,0
7,0
8,0.301029995663981
9,0.301029995663981
11,0.301029995663981
12,0.301029995663981
13,0.301029995663981
15,0.301029995663981
17,0.477121254719662
20,0.602059991327962
22,0.602059991327962
27,0.698970004336019
31,0.778151250383644
32,0.778151250383644
34,0.845098040014257
38,0.845098040014257
39,0.903089986991944
41,0.903089986991944
42,0.903089986991944
45,0.954242509439325
49,1.04139268515822
50,1.04139268515822
51,1.04139268515822
54,1.07918124604762
56,1.14612803567824
58,1.17609125905568
63,1.27875360095283
64,1.27875360095283
66,1.30102999566398
67,1.30102999566398
68,1.32221929473392
69,1.39794000867204
70,1.43136376415899
71,1.44715803134222
75,1.47712125471966
80,1.57978359661681
83,1.6232492903979
84,1.63346845557959
89,1.69019608002851
90,1.69019608002851
92,1.75587485567249
93,1.77085201164214
94,1.81291335664286
95,1.90308998699194
96,2.37106786227174
97,2.40483371661994
98,3.62469453127208
99,3.63032615480395
100,3.63658818372984
101,3.6375897858387
102,3.64650175003161
103,3.64679568877847
104,3.64836001098093
105,3.64914006414422
106,3.65059889817266
107,3.65176244738011
109,3.65829765030819
110,3.66200187938992
111,3.6730209071289
112,3.67596154964217
